Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,is_dropout,academic_performance,success_ratio,student_age,has_debt,has_scholarship,fees_updated,actual_status,predicted_status,prediction_probability,status_label,prediction_label,prediction_correct,risk_level
1,1,3,9238,1,1,137.0,1,1,1,3,3,131.4,1,0,0,1,0,0,20,0,0,6,9,5,11.8,0,0,6,7,6,11.5,0,7.6,2.6,0.32,0,11.65,0.9166659027784144,20,0,0,1,0,0,0.045489397,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
2,39,1,9991,0,19,133.1,1,19,39,5,3,121.7,0,0,1,0,0,0,31,0,0,5,7,0,0.0,0,0,5,7,0,0.0,0,16.2,0.3,-0.92,1,0.0,0.0,31,1,0,0,1,1,0.98927736,Dropout,Diprediksi Dropout,Benar,Risiko Sangat Tinggi
1,17,4,9147,1,1,125.0,1,19,19,5,5,118.0,1,0,0,1,0,0,19,0,0,5,7,5,13.6,0,0,5,6,5,12.2,0,8.9,1.4,3.51,0,12.899999999999999,0.9999990000010001,19,0,0,1,0,0,0.030623058,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,1,1,171,1,1,136.0,1,37,19,5,8,129.0,1,0,0,1,1,1,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,0,0.0,0.0,19,0,1,1,0,0,0.45668572,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Sedang
1,1,1,9500,1,1,136.0,1,1,19,9,9,131.5,0,0,0,1,0,1,20,0,0,7,8,6,13.863333333333337,0,0,8,9,7,14.178571428571429,0,11.1,0.6,2.02,0,14.020952380952384,0.8666660888892741,20,0,1,1,0,0,0.031398878,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,18,1,8014,0,1,138.0,1,19,1,9,5,134.5,1,0,0,1,0,0,19,0,0,6,6,6,12.666666666666666,0,0,6,8,6,14.375,0,12.4,0.5,1.79,0,13.520833333333332,0.9999991666673611,19,0,0,1,0,0,0.027434021,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,39,1,9991,0,1,110.0,1,37,37,9,9,121.8,0,0,0,0,1,0,36,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,1,0.0,0.0,36,0,0,0,1,1,0.9938153,Dropout,Diprediksi Dropout,Benar,Risiko Sangat Tinggi
1,17,2,9238,1,1,133.0,1,1,37,7,9,127.4,1,0,0,1,0,1,18,0,0,6,8,6,12.25,0,0,6,7,6,11.857142857142858,0,12.7,3.7,-1.7,0,12.053571428571429,0.9999991666673611,18,0,1,1,0,0,0.03148248,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,1,4,171,1,1,131.0,1,1,1,0,3,149.9,1,0,0,1,1,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,0,0.0,0.0,18,0,0,1,0,1,0.5882295,Tidak Dropout,Diprediksi Dropout,Salah,Risiko Tinggi
1,39,1,9773,1,19,100.0,1,37,37,0,0,128.0,1,0,0,1,1,0,28,0,0,6,7,6,13.166666666666666,0,0,6,6,6,13.666666666666666,0,7.6,2.6,0.32,0,13.416666666666666,0.9999991666673611,28,0,0,1,0,0,0.12250816,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,1,1,9853,1,1,133.1,1,19,19,9,8,132.0,1,0,0,1,0,0,21,0,0,6,8,5,12.0,0,0,6,9,5,10.8,0,12.7,3.7,-1.7,1,11.4,0.8333326388894676,21,0,0,1,1,0,0.36356926,Dropout,Diprediksi Tidak Dropout,Salah,Risiko Sedang
1,17,6,9773,1,1,141.0,1,37,37,5,5,127.7,1,0,0,1,1,0,18,0,0,6,6,6,15.166666666666666,0,0,6,6,6,14.833333333333334,0,9.4,-0.8,-3.12,0,15.0,0.9999991666673611,18,0,0,1,0,0,0.041086428,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,1,4,9500,1,1,137.0,1,1,19,4,7,126.7,1,0,0,1,0,0,18,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,15.5,2.8,-4.06,1,0.0,0.0,18,0,0,1,1,1,0.9464103,Dropout,Diprediksi Dropout,Benar,Risiko Sangat Tinggi
1,17,4,9556,1,1,112.0,1,1,1,4,10,107.1,1,0,0,1,0,0,20,0,0,7,7,7,12.5,0,0,8,8,8,13.1375,0,12.4,0.5,1.79,0,12.81875,0.9999993333337778,20,0,0,1,0,0,0.04191386,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,1,4,9500,1,1,132.0,1,1,37,4,7,121.8,1,0,0,1,0,1,19,0,0,8,8,7,13.6,0,0,8,8,7,13.6,0,12.7,3.7,-1.7,0,13.6,0.8749994531253418,19,0,1,1,0,0,0.04045172,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,1,3,9500,1,1,154.0,1,3,3,1,3,129.0,1,0,0,1,0,0,18,0,0,8,9,6,13.345,2,0,8,9,6,13.345,2,9.4,-0.8,-3.12,0,13.345,0.749999531250293,18,0,0,1,0,0,0.13462941,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,1,1,9853,1,1,140.0,1,19,19,7,7,124.6,1,0,0,1,0,0,18,0,0,7,7,6,11.666666666666666,0,0,7,8,6,13.5,0,16.2,0.3,-0.92,0,12.583333333333332,0.8571422448983965,18,0,0,1,0,0,0.10609355,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,1,1,9085,1,1,122.0,1,9,19,90,6,103.4,0,0,0,1,0,0,19,0,0,5,6,5,14.4,0,0,5,6,5,13.0,0,7.6,2.6,0.32,0,13.7,0.9999990000010001,19,0,0,1,0,0,0.033428792,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,39,1,9119,1,1,160.0,1,38,37,7,7,129.0,0,0,0,1,1,0,24,0,0,5,9,0,0.0,0,0,5,8,2,14.5,2,7.6,2.6,0.32,1,7.25,0.1999998000002,24,0,0,1,1,1,0.55068284,Dropout,Diprediksi Dropout,Benar,Risiko Tinggi
1,43,1,9130,1,1,156.0,1,19,1,9,4,156.0,0,0,1,0,1,0,24,0,0,6,11,5,11.833333333333334,0,0,6,11,4,11.5,0,15.5,2.8,-4.06,1,11.666666666666668,0.7499993750005208,24,1,0,0,1,1,0.845001,Dropout,Diprediksi Dropout,Benar,Risiko Sangat Tinggi
1,1,1,9853,1,1,160.0,1,1,37,9,9,146.0,1,0,0,1,0,0,19,0,0,6,11,3,10.333333333333334,0,0,6,10,5,11.8,0,9.4,-0.8,-3.12,0,11.066666666666666,0.6666661111115741,19,0,0,1,0,0,0.33909526,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Sedang
1,1,2,9500,1,1,145.0,1,37,1,9,4,138.8,1,0,0,1,0,1,18,0,0,7,7,6,12.95,0,0,7,7,6,12.95,0,7.6,2.6,0.32,0,12.95,0.8571422448983965,18,0,1,1,0,0,0.031724855,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,43,1,9070,1,39,130.0,1,19,37,5,9,124.0,1,0,0,1,0,1,21,0,4,12,12,12,13.333333333333334,0,5,12,12,11,12.545454545454543,0,15.5,2.8,-4.06,0,12.939393939393938,0.9583329340279442,21,0,1,1,0,0,0.031050574,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,1,4,171,1,1,132.0,1,1,19,4,5,138.0,1,0,1,0,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,1,0.0,0.0,19,1,0,0,1,1,0.8709015,Dropout,Diprediksi Dropout,Benar,Risiko Sangat Tinggi
1,1,1,9500,1,1,151.0,1,37,37,9,9,138.0,1,0,0,1,0,0,18,0,0,7,7,6,15.2,0,0,7,7,6,15.2,0,7.6,2.6,0.32,0,15.2,0.8571422448983965,18,0,0,1,0,0,0.05118079,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,1,5,9670,1,1,133.1,1,9,1,2,4,133.0,1,0,0,1,0,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,7.6,2.6,0.32,1,0.0,0.0,19,0,0,1,1,1,0.94486535,Dropout,Diprediksi Dropout,Benar,Risiko Sangat Tinggi
2,39,1,9991,0,1,140.0,1,37,37,9,9,120.0,0,0,0,0,0,0,38,0,0,5,6,5,10.6,0,0,5,9,2,11.0,0,12.7,3.7,-1.7,1,10.8,0.6999993000007,38,0,0,0,1,1,0.94670457,Dropout,Diprediksi Dropout,Benar,Risiko Sangat Tinggi
1,16,4,9254,1,1,126.0,1,38,37,9,7,118.7,1,0,0,1,0,1,21,0,0,6,7,6,13.571428571428571,0,0,6,6,6,12.5,0,8.9,1.4,3.51,0,13.035714285714285,0.9999991666673611,21,0,1,1,0,0,0.01727861,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,39,1,9003,1,1,133.1,1,1,37,9,8,130.0,0,0,0,1,1,0,29,0,0,3,4,0,0.0,0,0,4,8,0,0.0,0,16.2,0.3,-0.92,1,0.0,0.0,29,0,0,1,1,1,0.8849089,Dropout,Diprediksi Dropout,Benar,Risiko Sangat Tinggi
1,39,1,171,1,19,133.1,101,1,19,2,7,110.0,0,0,0,1,1,1,25,1,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,1,0.0,0.0,25,0,1,1,1,1,0.6957285,Dropout,Diprediksi Dropout,Benar,Risiko Tinggi
1,39,1,8014,0,1,130.0,1,37,37,9,6,134.0,0,0,0,1,0,1,35,0,2,8,8,8,13.625,0,1,7,7,7,14.0,0,8.9,1.4,3.51,0,13.8125,0.9999993333337778,35,0,1,1,0,0,0.012923903,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,43,2,9500,1,1,130.0,1,38,37,4,4,126.8,1,0,0,1,1,1,28,0,18,23,23,20,13.5,3,18,23,23,20,13.5,3,7.6,2.6,0.32,0,13.5,0.8695650283554286,28,0,1,1,0,0,0.2139665,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
4,39,1,9238,1,19,133.1,1,37,37,9,10,103.5,0,0,0,0,0,0,44,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,1,0.0,0.0,44,0,0,0,1,1,0.9889904,Dropout,Diprediksi Dropout,Benar,Risiko Sangat Tinggi
1,1,1,9254,1,1,143.0,1,2,37,1,1,133.2,1,0,0,1,0,0,19,0,0,6,9,5,13.4,0,0,6,16,2,13.5,0,10.8,1.4,1.74,0,13.45,0.5833328472226273,19,0,0,1,0,1,0.5078573,Tidak Dropout,Diprediksi Dropout,Salah,Risiko Tinggi
1,17,1,9147,1,1,148.0,1,38,37,5,5,134.0,0,0,0,1,1,0,18,0,0,5,9,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,0,0.0,0.0,18,0,0,1,0,1,0.8318017,Tidak Dropout,Diprediksi Dropout,Salah,Risiko Sangat Tinggi
2,43,1,9991,0,1,134.0,1,37,37,9,9,113.7,0,0,0,1,0,0,32,0,1,5,5,5,10.2,0,0,5,9,4,11.25,0,9.4,-0.8,-3.12,0,10.725,0.8999991000009,32,0,0,1,0,0,0.11849946,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,51,1,9070,1,12,133.1,1,37,19,3,7,106.6,0,0,1,1,0,0,31,0,2,6,8,5,11.0,0,4,6,12,6,10.166666666666666,0,8.9,1.4,3.51,0,10.583333333333332,0.9166659027784144,31,1,0,1,0,0,0.09740109,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,44,1,9085,1,39,110.0,1,3,5,2,2,110.0,0,0,0,1,1,0,23,0,0,6,19,0,0.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,1,0.0,0.0,23,0,0,1,1,1,0.8020985,Dropout,Diprediksi Dropout,Benar,Risiko Sangat Tinggi
1,1,1,8014,0,1,126.0,1,38,37,5,5,118.7,0,0,0,1,0,0,19,0,0,6,6,6,12.5,0,0,6,6,6,11.5,0,12.7,3.7,-1.7,0,12.0,0.9999991666673611,19,0,0,1,0,0,0.02177051,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
2,39,1,9991,0,1,170.0,1,38,19,4,8,134.7,0,0,0,1,0,0,33,0,0,5,5,5,12.8,0,0,5,6,5,15.333333333333334,0,10.8,1.4,1.74,0,14.066666666666666,0.9999990000010001,33,0,0,1,0,0,0.07094669,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,1,1,9238,1,1,136.0,1,38,38,0,7,133.2,1,0,0,1,0,0,19,0,0,6,8,5,11.0,0,0,6,13,5,11.4,0,7.6,2.6,0.32,0,11.2,0.8333326388894676,19,0,0,1,0,0,0.13821512,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,44,1,9238,1,39,140.0,1,38,19,5,0,141.8,0,0,0,1,0,0,21,0,3,6,7,6,12.571428571428571,0,2,6,6,6,13.5,0,12.4,0.5,1.79,0,13.035714285714285,0.9999991666673611,21,0,0,1,0,0,0.019702235,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,39,1,9003,1,1,133.1,1,1,1,1,6,120.0,0,0,0,0,1,0,24,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,1,0.0,0.0,24,0,0,0,1,1,0.97728217,Dropout,Diprediksi Dropout,Benar,Risiko Sangat Tinggi
2,39,1,9500,1,19,133.1,1,37,38,9,10,120.9,1,0,0,1,0,0,39,0,0,7,12,4,12.0,0,0,7,13,4,12.5625,0,11.1,0.6,2.02,1,12.28125,0.5714281632655976,39,0,0,1,1,1,0.6276458,Dropout,Diprediksi Dropout,Benar,Risiko Tinggi
1,44,1,9130,1,39,150.0,1,5,1,2,5,150.0,1,0,0,1,1,0,19,0,1,6,13,5,11.6,0,1,6,12,2,11.0,0,13.9,-0.3,0.79,0,11.3,0.5833328472226273,19,0,0,1,0,0,0.49782228,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Sedang
1,43,1,9991,0,1,140.0,1,1,1,6,6,100.0,0,0,0,1,1,0,34,0,0,5,5,5,13.8,0,0,5,6,5,13.833333333333334,0,9.4,-0.8,-3.12,0,13.816666666666666,0.9999990000010001,34,0,0,1,0,0,0.0371783,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
4,39,1,9085,1,1,140.0,1,37,37,9,9,154.6,0,0,0,0,0,1,44,0,0,6,12,4,12.75,0,0,6,15,2,10.0,0,8.9,1.4,3.51,0,11.375,0.49999958333368055,44,0,1,0,0,1,0.914599,Tidak Dropout,Diprediksi Dropout,Salah,Risiko Sangat Tinggi
1,1,4,9254,1,1,110.0,1,37,37,9,7,113.2,1,0,0,1,0,0,24,0,0,6,14,2,10.5,0,0,6,11,1,10.0,0,10.8,1.4,1.74,1,10.25,0.24999979166684028,24,0,0,1,1,1,0.8327546,Dropout,Diprediksi Dropout,Benar,Risiko Sangat Tinggi
1,39,1,9254,1,1,133.1,1,19,1,4,1,101.0,0,0,1,1,0,0,25,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,1,0.0,0.0,25,1,0,1,1,1,0.95004815,Dropout,Diprediksi Dropout,Benar,Risiko Sangat Tinggi
1,17,4,9254,1,1,106.0,1,37,19,9,7,116.9,1,0,0,1,0,0,20,0,0,6,7,6,11.5,0,0,6,8,5,12.4,0,11.1,0.6,2.02,0,11.95,0.9166659027784144,20,0,0,1,0,0,0.05197906,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,5,4,9853,1,1,116.0,1,3,38,3,8,110.4,1,0,0,1,0,0,21,0,0,6,9,5,12.6,0,0,6,9,3,11.666666666666666,0,9.4,-0.8,-3.12,0,12.133333333333333,0.6666661111115741,21,0,0,1,0,0,0.37170044,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Sedang
1,7,2,9500,1,3,140.0,1,37,38,9,9,138.0,0,0,0,1,1,0,28,0,0,7,7,7,14.114285714285714,0,0,8,9,8,15.91111111111111,0,16.2,0.3,-0.92,1,15.012698412698413,0.9999993333337778,28,0,0,1,1,0,0.04686866,Dropout,Diprediksi Tidak Dropout,Salah,Risiko Rendah
1,18,6,9500,1,1,144.0,1,1,1,3,6,130.8,1,0,0,1,0,0,18,0,0,8,11,7,12.771428571428572,0,0,8,11,7,12.771428571428572,0,12.7,3.7,-1.7,0,12.771428571428572,0.8749994531253418,18,0,0,1,0,0,0.06090891,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,1,3,9500,1,1,133.1,1,38,19,7,9,115.5,1,0,0,1,1,1,20,0,0,8,8,7,13.024285714285714,0,0,8,8,7,13.024285714285714,0,10.8,1.4,1.74,0,13.024285714285714,0.8749994531253418,20,0,1,1,0,0,0.024769295,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,44,1,9238,1,39,130.0,1,19,1,9,9,131.9,0,0,0,1,0,1,21,0,3,6,7,6,12.0,0,2,6,7,6,12.0,0,13.9,-0.3,0.79,0,12.0,0.9999991666673611,21,0,1,1,0,0,0.026254565,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,1,1,9238,1,1,122.0,1,1,19,4,4,127.3,1,0,1,1,0,0,20,0,0,6,6,6,12.166666666666666,0,0,6,7,6,11.666666666666666,0,9.4,-0.8,-3.12,0,11.916666666666666,0.9999991666673611,20,1,0,1,0,0,0.06902385,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,1,1,9773,1,1,126.0,1,37,38,7,7,119.0,0,0,0,1,0,1,18,0,0,6,6,6,12.166666666666666,0,0,6,7,6,12.142857142857142,0,15.5,2.8,-4.06,0,12.154761904761905,0.9999991666673611,18,0,1,1,0,0,0.039007794,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,39,2,9556,1,1,130.0,1,19,19,4,5,100.0,0,0,0,1,1,1,25,0,0,7,7,2,10.0,0,0,7,7,0,0.0,0,15.5,2.8,-4.06,1,5.0,0.1428570408163994,25,0,1,1,1,1,0.91401815,Dropout,Diprediksi Dropout,Benar,Risiko Sangat Tinggi
1,17,1,9238,1,1,136.0,1,37,37,7,7,140.9,1,0,0,1,1,0,18,0,0,6,10,4,12.0,0,0,6,7,5,11.8,0,9.4,-0.8,-3.12,1,11.9,0.7499993750005208,18,0,0,1,1,0,0.11047521,Dropout,Diprediksi Tidak Dropout,Salah,Risiko Rendah
1,1,1,9085,1,1,133.0,1,1,37,4,10,143.2,0,0,0,1,0,0,19,0,0,5,7,5,14.4,0,0,5,6,5,13.2,0,7.6,2.6,0.32,0,13.8,0.9999990000010001,19,0,0,1,0,0,0.028404178,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,1,1,9147,1,1,123.0,1,1,19,4,5,117.8,0,0,0,1,1,0,20,0,0,5,9,5,12.0,0,0,5,9,4,13.0,0,8.9,1.4,3.51,0,12.5,0.8999991000009,20,0,0,1,0,0,0.037700463,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,1,1,9238,1,1,120.0,1,19,38,5,9,130.2,0,0,0,1,0,1,18,0,0,6,8,6,11.285714285714286,0,0,6,10,6,11.857142857142858,0,12.4,0.5,1.79,0,11.571428571428573,0.9999991666673611,18,0,1,1,0,0,0.027776364,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,1,1,9773,1,1,121.0,1,1,3,3,7,113.0,1,0,0,1,1,1,18,0,0,6,7,6,11.666666666666666,0,0,6,12,5,10.2,0,12.4,0.5,1.79,0,10.933333333333334,0.9166659027784144,18,0,1,1,0,0,0.18912856,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,10,1,9773,1,1,151.0,22,38,37,0,5,151.0,1,0,0,1,0,0,18,1,0,6,12,0,0.0,1,0,6,0,0,0.0,0,9.4,-0.8,-3.12,1,0.0,0.0,18,0,0,1,1,1,0.97097296,Dropout,Diprediksi Dropout,Benar,Risiko Sangat Tinggi
1,43,5,8014,0,1,110.0,1,34,34,0,0,110.0,0,0,0,1,1,0,37,0,0,6,12,0,0.0,0,0,5,10,0,0.0,0,7.6,2.6,0.32,1,0.0,0.0,37,0,0,1,1,1,0.9209136,Dropout,Diprediksi Dropout,Benar,Risiko Sangat Tinggi
1,17,1,9500,1,1,145.0,1,3,3,2,3,141.8,0,0,0,1,0,0,19,0,0,8,8,8,13.3475,0,0,8,8,8,13.3475,0,9.4,-0.8,-3.12,0,13.3475,0.9999993750003906,19,0,0,1,0,0,0.019265901,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,44,1,9147,1,39,130.0,1,19,1,9,3,130.0,0,0,0,1,0,1,20,0,4,7,8,7,13.0,0,2,5,5,5,13.4,0,11.1,0.6,2.02,0,13.2,0.9999991666673611,20,0,1,1,0,0,0.094647646,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,1,1,9773,1,1,121.0,1,19,1,7,9,117.9,1,0,0,1,0,0,19,0,0,6,7,6,12.833333333333334,0,0,6,7,6,11.666666666666666,0,11.1,0.6,2.02,0,12.25,0.9999991666673611,19,0,0,1,0,0,0.054058947,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
2,43,1,9991,0,1,110.0,1,37,37,9,9,132.5,0,0,0,1,1,0,37,0,7,12,13,12,12.25,0,8,13,13,13,12.846153846153848,0,9.4,-0.8,-3.12,0,12.548076923076923,0.99999960000016,37,0,0,1,0,0,0.059794337,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,1,2,9500,1,1,133.0,1,19,1,9,1,122.2,0,0,0,1,0,0,20,0,0,7,9,6,12.783333333333331,0,0,8,9,7,12.842857142857143,0,13.9,-0.3,0.79,0,12.813095238095237,0.8666660888892741,20,0,0,1,0,0,0.047382485,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
2,43,1,9670,1,1,120.0,1,34,34,0,0,128.2,0,0,0,1,1,0,35,0,0,5,5,0,0.0,0,0,5,5,1,10.0,0,9.4,-0.8,-3.12,1,5.0,0.0999999000001,35,0,0,1,1,1,0.9749416,Dropout,Diprediksi Dropout,Benar,Risiko Sangat Tinggi
1,44,1,9130,1,39,140.0,1,19,19,5,5,140.0,1,0,1,0,0,0,20,0,1,6,11,3,12.0,0,0,6,11,2,11.0,0,12.4,0.5,1.79,0,11.5,0.4166663194447338,20,1,0,0,0,1,0.9017038,Tidak Dropout,Diprediksi Dropout,Salah,Risiko Sangat Tinggi
2,53,1,9147,1,42,130.0,1,19,19,175,152,132.4,0,0,0,1,0,0,30,0,6,11,20,9,12.22222222222222,0,3,9,16,9,11.6,0,8.9,1.4,3.51,0,11.91111111111111,0.899999550000225,30,0,0,1,0,0,0.015676608,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
5,39,1,9003,1,1,180.0,1,1,1,4,8,179.6,0,0,1,0,0,0,27,0,0,6,6,0,0.0,0,0,6,7,0,0.0,0,8.9,1.4,3.51,1,0.0,0.0,27,1,0,0,1,1,0.94025475,Dropout,Diprediksi Dropout,Benar,Risiko Sangat Tinggi
1,1,1,9670,1,1,133.1,1,3,1,1,7,155.0,0,0,0,1,0,0,22,0,0,5,6,3,11.333333333333334,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,1,5.666666666666667,0.2999997000003,22,0,0,1,1,1,0.92838836,Dropout,Diprediksi Dropout,Benar,Risiko Sangat Tinggi
1,17,1,9238,1,1,132.0,1,1,19,4,9,127.1,1,0,0,1,0,0,19,0,0,6,7,6,12.857142857142858,0,0,6,7,6,13.666666666666666,0,13.9,-0.3,0.79,0,13.261904761904763,0.9999991666673611,19,0,0,1,0,0,0.035349004,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,10,1,9254,1,1,115.0,24,3,1,9,9,116.1,1,0,0,1,0,0,19,1,0,6,6,6,13.5,0,0,6,6,6,14.333333333333334,0,12.4,0.5,1.79,0,13.916666666666668,0.9999991666673611,19,0,0,1,0,0,0.031050151,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,17,1,9238,1,1,137.0,1,38,19,152,171,131.1,1,0,0,1,0,1,18,0,0,6,8,6,12.833333333333334,0,0,6,6,6,12.166666666666666,0,8.9,1.4,3.51,0,12.5,0.9999991666673611,18,0,1,1,0,0,0.007224678,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,1,1,9130,1,1,117.0,1,1,1,9,9,109.3,1,0,0,1,0,0,20,0,0,5,10,4,12.5,0,0,5,12,2,13.0,0,12.7,3.7,-1.7,0,12.75,0.5999994000006,20,0,0,1,0,0,0.34321487,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Sedang
1,1,3,9500,1,1,150.0,1,19,19,5,5,132.8,1,0,0,1,0,1,18,0,0,8,8,8,13.01125,0,0,8,8,8,13.01125,0,9.4,-0.8,-3.12,0,13.01125,0.9999993750003906,18,0,1,1,0,0,0.018885752,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,17,2,9500,1,1,146.0,1,3,3,3,6,133.4,1,0,0,1,0,0,18,0,0,7,8,7,12.5,0,0,8,9,7,13.042857142857144,0,13.9,-0.3,0.79,0,12.771428571428572,0.9333327111115259,18,0,0,1,0,0,0.064652346,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,1,5,9773,1,1,135.0,1,37,1,5,5,124.9,1,0,0,1,0,0,18,0,0,6,6,6,13.666666666666666,0,0,6,6,6,13.333333333333334,0,8.9,1.4,3.51,0,13.5,0.9999991666673611,18,0,0,1,0,0,0.0467587,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,18,1,9500,1,1,178.0,1,19,1,4,8,174.7,0,0,0,1,0,0,18,0,0,7,8,7,17.125,0,0,8,8,8,17.5875,0,13.9,-0.3,0.79,0,17.35625,0.9999993333337778,18,0,0,1,0,0,0.05088134,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,1,1,9147,1,1,135.0,1,1,38,5,5,122.4,0,0,1,1,0,0,19,0,0,5,10,5,10.875,0,0,5,8,4,12.4,0,13.9,-0.3,0.79,0,11.6375,0.8999991000009,19,1,0,1,0,0,0.06914958,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,42,1,9119,1,1,130.0,1,19,37,9,3,135.0,0,0,1,1,1,0,25,0,0,5,5,0,0.0,0,2,6,7,2,14.0,0,13.9,-0.3,0.79,1,7.0,0.1818180165290759,25,1,0,1,1,1,0.8180734,Dropout,Diprediksi Dropout,Benar,Risiko Sangat Tinggi
